msft_return_bucket,Low,Medium,High
Down,0.2204852563246834,0.2653521028719006,0.3632470269346076
Flat,0.2009603425152614,0.23428460505252646,0.319256327363564
Up,0.21841693115587932,0.24323977800178326,0.35085889011435206
