qqq_return_bucket,Low,Medium,High
Down,0.19662896487081838,0.26453630998947053,0.3684766988029447
Flat,0.2072623958915612,0.23327857865371177,0.3246110152554656
Up,0.21261187616487415,0.24566676027976578,0.34537697024811015
