dist_from_ma200_bucket,count,mean,median,std,min,max
Low,492,0.3093920022566176,0.30236553249914966,0.11041051325326938,0.1290962691539313,1.0869396524726835
Medium,491,0.22474319164525494,0.2042452357223694,0.12670302362594468,0.0858380933338465,1.1275961969704416
High,492,0.259764497013714,0.2330229965657531,0.1440907380498102,0.0999053901275972,1.1216005682600276
