msft_return_bucket,count,mean,median,std,min,max
Down,316,0.3101434869760805,0.2780546129993464,0.17255079037672652,0.1034436882532894,1.1156779439140174
Flat,760,0.2391396218877489,0.22606279264417106,0.09804732301386997,0.0867763692075593,1.0482348950989555
Up,399,0.2772492486709091,0.2477556753336152,0.14122103798365734,0.0858380933338465,1.1275961969704416
